employerName,jobUrl,employerProfileId,applications,employerId,jobId,employerProfileName,jobTitle,maximumSalary,expirationDate,date,minimumSalary,currency,jobDescription,locationName
SGN,https://www.reed.co.uk/jobs/damage-billing-analyst/54633439,,4,558777,54633439,,Damage Billing Analyst,34800.0,02/04/2025,12/03/2025,29000.0,GBP,"We are looking for…. An exciting opportunity to join a cutting-edge company which takes pride in serving 6m customers keeping them safe and warm every day. As the Damaged Billing Analyst at SGN you will be responsible for ensuring billing is completed in a timely and accurate manner, to ensure we maximise cost recoveries within deadlines, and to determine and support the month end procedures and reporting. We deliver safety, warmth, and comfort ... ",Glasgow
SGN,https://www.reed.co.uk/jobs/general-finance-analyst/54633397,,9,558777,54633397,,General Finance Analyst,34800.0,02/04/2025,12/03/2025,29000.0,GBP,"We are looking for…. An exciting opportunity to join a cutting-edge company which takes pride in serving 6m customers keeping them safe and warm every day. As the General Finance Analyst at SGN you will work across Accounts Payable (AP), Accounts Receivable (AR) and Payroll, and will be responsible for managing the processing of Accounts Payable, Order to Cash and Payroll transactions. We deliver safety, warmth, and comfort to homes and business... ",Glasgow
Meraki Talent Limited,https://www.reed.co.uk/jobs/data-analyst/54582414,,145,487981,54582414,,Data Analyst,500.0,04/04/2025,04/03/2025,400.0,GBP,"Data Analyst Competitive Day Rate 6 Month Contract (Inside IR35) Edinburgh – 2 Days in office per week Start Date: ASAP CVs by: ASAP &nbsp;&nbsp; Meraki Talent is working with a globally renowned financial institution to recruit a Data Analyst. This role sits within the Non-Financial Risk&nbsp; function, supporting key initiatives to enhance risk controls and improve operational efficiency across the organization. &nbsp;&nbsp; This role is part ... ",Edinburgh
Hays Specialist Recruitment Limited,https://www.reed.co.uk/jobs/data-analyst/54497065,,132,524744,54497065,,Data Analyst,40000.0,01/04/2025,18/02/2025,40000.0,GBP,"Your new company Join a renowned Public Sector organisation based in Glasgow. They are embarking on an exciting digital transformation journey and implementing new systems to enhance their operations. Your new role You will be responsible for ensuring data integrity, overseeing data migration, and managing reporting and analytics within the project. The ideal candidate will collaborate closely with stakeholders across the organisation. What you'... ",Glasgow
Search,https://www.reed.co.uk/jobs/data-analyst/54518182,,127,412078,54518182,,Data Analyst,40000.0,21/03/2025,21/02/2025,30000.0,GBP,"Job Title: Data Analyst - Strategy &amp; Development Team Location: Edinburgh - FULLY OFFICE BASED Salary: 30,000 - 40,000 per annum Contract: 3-6 months initially Unlock Your Potential with an Exciting Analyst Role! Are you a highly numerate, data-driven professional with a passion for Excel modelling? Do you thrive in turning complex datasets into actionable insights that drive strategic decision-making? If so, we have an exciting opportunity ... ",EH221AA
ITOL Recruitment,https://www.reed.co.uk/jobs/trainee-data-analyst/54648107,,61,582327,54648107,,Trainee Data Analyst ,50000.0,25/04/2025,14/03/2025,30000.0,GBP,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ",United Kingdom
ITOL Recruitment,https://www.reed.co.uk/jobs/data-analyst-trainee/51853182,,244,582327,51853182,,Data Analyst Trainee,50000.0,22/04/2025,27/12/2023,30000.0,GBP,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ",G11AB
ITOL Recruitment,https://www.reed.co.uk/jobs/data-analyst-trainee/51854986,,221,582327,51854986,,Data Analyst Trainee,50000.0,22/04/2025,28/12/2023,30000.0,GBP,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ",EH88BG
Newto Training,https://www.reed.co.uk/jobs/trainee-data-analyst/54616003,,29,659815,54616003,,Trainee Data Analyst,,21/04/2025,10/03/2025,,,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of 58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. Your journey to a new career in Data Analysis ... ",United Kingdom
Newto Training,https://www.reed.co.uk/jobs/trainee-data-analyst/54615950,,21,659815,54615950,,Trainee Data Analyst,,21/04/2025,10/03/2025,,,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of 58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. Your journey to a new career in Data Analysis ... ",United Kingdom
ITOL Recruitment,https://www.reed.co.uk/jobs/data-analyst-trainee/54647852,,28,582327,54647852,,Data Analyst Trainee,50000.0,25/04/2025,14/03/2025,30000.0,GBP,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ",United Kingdom
Newto Training,https://www.reed.co.uk/jobs/data-analyst-trainee/54616023,,31,659815,54616023,,Data Analyst Trainee,,21/04/2025,10/03/2025,,,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of 58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. Your journey to a new career in Data Analysis ... ",United Kingdom
Search,https://www.reed.co.uk/jobs/data-analyst-retail/54540778,,66,412078,54540778,,Data Analyst - Retail,60000.0,26/03/2025,26/02/2025,35000.0,GBP,"Job Title: Data Analyst - Strategy &amp; Development Team Location: Edinburgh - FULLY OFFICE BASED Salary: 45,000 - 60,000 per annum Contract: 3-6 months initially Unlock Your Potential with an Exciting Analyst Role! Are you a highly numerate, data-driven professional with a passion for Excel modelling? Do you thrive in turning complex datasets into actionable insights that drive strategic decision-making? If so, we have an exciting opportunity ... ",EH181EH
ITOL Recruitment,https://www.reed.co.uk/jobs/trainee-data-analyst/54647921,,36,582327,54647921,,Trainee Data Analyst ,50000.0,25/04/2025,14/03/2025,30000.0,GBP,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ",United Kingdom
ITOL Recruitment,https://www.reed.co.uk/jobs/trainee-data-analyst/54655288,,34,582327,54655288,,Trainee Data Analyst ,50000.0,28/04/2025,17/03/2025,30000.0,GBP,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ",United Kingdom
ITOL Recruitment,https://www.reed.co.uk/jobs/data-analyst-trainee/51996667,,88,582327,51996667,,Data Analyst Trainee,50000.0,22/04/2025,23/01/2024,30000.0,GBP,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for e... ",AB115BU
IT Career Switch,https://www.reed.co.uk/jobs/junior-data-analyst/54492137,,323,598528,54492137,,Junior Data Analyst,45000.0,31/03/2025,17/02/2025,25000.0,GBP,Trainee Data Analyst - No Experience Required Are you looking to kick-start a new career as a Data Analyst? We are recruiting for companies who are looking to employ our Data Science Traineeship graduates to keep up with their growth. The best part is you will not need any previous experience as full training will be provided. You will also have the reassurance of a job guarantee ( 25K- 45K) within 20 miles of your location upon completion. Whet... ,United Kingdom
Regal Brooke Limited,https://www.reed.co.uk/jobs/junior-investment-data-analyst/54160570,,201,671353,54160570,, Junior Investment Data Analyst ,34000.0,17/04/2025,11/12/2024,32000.0,GBP,"Junior Investment Data Analyst Location: London, UK Type: Full-Time About Us: Join a leading investment firm in the heart of London, where data drives our decisions. We are committed to fostering a culture of excellence and innovation, and we are currently seeking a talented and motivated Investment Data Analyst to join our dynamic team. This entry-level position is designed for recent graduates eager to kickstart their careers in finance, provi... ",G128QQ
Regal Brooke Limited,https://www.reed.co.uk/jobs/junior-investment-data-analyst/54160563,,200,671353,54160563,, Junior Investment Data Analyst ,34000.0,17/04/2025,11/12/2024,32000.0,GBP,"Junior Investment Data Analyst Location: London, UK Type: Full-Time About Us: Join a leading investment firm in the heart of London, where data drives our decisions. We are committed to fostering a culture of excellence and innovation, and we are currently seeking a talented and motivated Investment Data Analyst to join our dynamic team. This entry-level position is designed for recent graduates eager to kickstart their careers in finance, provi... ",EH89YL
Newto Training,https://www.reed.co.uk/jobs/data-analyst-no-experience-needed/54615957,,57,659815,54615957,,Data Analyst - No experience needed,,21/04/2025,10/03/2025,,,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of 58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. Your journey to a new career in Data Analysis ... ",United Kingdom
ITOL Recruitment,https://www.reed.co.uk/jobs/data-science-trainee/53556194,,25,582327,53556194,,Data Science Trainee,50000.0,21/04/2025,11/09/2024,30000.0,GBP,"Artificial Intelligence is used in every industry and as artificial intelligence requires data to operate there is now a massive growing demand for Data experts. If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future within Data Science. We use our specialised Data Science Career programme which looks to assist, train and place qualified c... ",G11AB
ITOL Recruitment,https://www.reed.co.uk/jobs/data-science-trainee/54658068,,0,582327,54658068,,Data Science Trainee,50000.0,28/04/2025,17/03/2025,30000.0,GBP,"Artificial Intelligence is used in every industry and as artificial intelligence requires data to operate there is now a massive growing demand for Data experts. If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future within Data Science. We use our specialised Data Science Career programme which looks to assist, train and place qualified c... ",AB115BU
Newto Training,https://www.reed.co.uk/jobs/junior-data-scientist/54615992,,28,659815,54615992,,Junior Data Scientist,,21/04/2025,10/03/2025,,,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of 58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. Your journey to a new career in Data Analysis ... ",United Kingdom
ITOL Recruitment,https://www.reed.co.uk/jobs/data-science-trainee/53556208,,18,582327,53556208,,Data Science Trainee,50000.0,21/04/2025,11/09/2024,30000.0,GBP,"Artificial Intelligence is used in every industry and as artificial intelligence requires data to operate there is now a massive growing demand for Data experts. If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future within Data Science. We use our specialised Data Science Career programme which looks to assist, train and place qualified c... ",EH88BG
Newto Training,https://www.reed.co.uk/jobs/data-scientist-no-experience-necessary/54615994,,29,659815,54615994,,Data Scientist No experience necessary,,21/04/2025,10/03/2025,,,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of 58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. Your journey to a new career in Data Analysis ... ",United Kingdom
Newto Training,https://www.reed.co.uk/jobs/junior-data-engineer/54615990,,29,659815,54615990,,Junior Data Engineer,,21/04/2025,10/03/2025,,,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of 58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. Your journey to a new career in Data Analysis ... ",United Kingdom
Newto Training,https://www.reed.co.uk/jobs/junior-data-admin/54615986,,58,659815,54615986,,Junior Data Admin,,21/04/2025,10/03/2025,,,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of 58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. Your journey to a new career in Data Analysis ... ",United Kingdom
Pertemps Scotland,https://www.reed.co.uk/jobs/tax-analyst/54428106,,13,620024,54428106,,Tax Analyst,44300.0,19/03/2025,05/02/2025,44300.0,GBP,I am delighted to bring to market an exclusive opportunity for Tax Analyst to join a leading global business on permanent basis. Salary for this role is circa 44k depending on experience with excellent benefits including hybrid working (2 days in the office). If you have a good solid background in Tax and are looking to gain more experience and exposure with International Tax this could be a great opportunity. Reporting to the Director of Intern... ,KA20LL
Lorien,https://www.reed.co.uk/jobs/system-analyst/54605997,,26,464685,54605997,,System Analyst,,18/04/2025,07/03/2025,,,SYSTEMS ANALYST - INITIAL 5 MONTH CONTRACT - INSIDE IR35 One of Loriens leading Public Sector clients is looking for highly skilled Systems Analyst to join their team on an initial 5 month contract. This client is Glasgow based but is open to remote working for the right candidate. Description of Role You will be part of an established agile delivery team working to deliver a new back-office database and associated reporting applications. This i... ,Glasgow
Pertemps Scotland,https://www.reed.co.uk/jobs/revenue-analyst/54469539,,18,620024,54469539,,Revenue Analyst,54000.0,26/03/2025,12/02/2025,49000.0,GBP,Pertemps are currently working with a large global organisation who have a requirement for a Finance Analyst to join their successful team based in Ayrshire. Initially this role is for a period of 12 months but with the view of becoming permanent. This client offers a salary up to 54k and an excellent benefits package. The role requires the development of a full and in-depth understanding of cost structure and key risks and opportunities. You wi... ,KA20LL
Search,https://www.reed.co.uk/jobs/analyst-ftc/54544362,,34,412078,54544362,,Analyst FTC,60000.0,27/03/2025,27/02/2025,50000.0,GBP,"Job Title: Data Analyst - Strategy &amp; Development Team Location: Edinburgh Salary: 50,000 - 60,000 per annum Contract: Minimum term of 6 months Unlock Your Potential with an Exciting Analyst Role! Are you a highly numerate, data-driven professional with a passion for Excel modelling? Do you thrive in turning complex datasets into actionable insights that drive strategic decision-making? If so, we have an exciting opportunity for you to join o... ",Edinburgh
iMultiply Resourcing Ltd ,https://www.reed.co.uk/jobs/finance-analyst/54488214,,60,430580,54488214,,Finance Analyst,60000.0,28/03/2025,14/02/2025,45000.0,GBP,"iMultiply are working in partnership with an exciting company in the outskirts of Edinburgh for a Finance Analyst role, to join their Account to Report team within Finance Delivery. This is an exciting opportunity to play a key role in delivering high-quality accounting and reporting services. The role also offers the chance to contribute to continuous improvement initiatives, ensuring processes are efficient and effective. Key responsibilities:... ",EH540SD
Lorien,https://www.reed.co.uk/jobs/systems-analyst/54485182,,30,464685,54485182,,Systems Analyst,,28/03/2025,14/02/2025,,,SYSTEMS ANALYST - INITIAL 5 MONTH CONTRACT - INSIDE IR35 One of Loriens leading Public Sector clients is looking for highly skilled Systems Analyst to join their team on an initial 5 month contract. This client is Glasgow based but is open to remote working for the right candidate. Description of Role You will be part of an established agile delivery team working to deliver a new back-office database and associated Oracle APEX application.This i... ,Perth
Reed,https://www.reed.co.uk/jobs/information-security-analyst/54557398,,44,575264,54557398,,Information Security Analyst,,28/03/2025,28/02/2025,,,"The role – IT Security Analyst The salary – Negotiable on experience The location – Edinburgh This role offers hybrid working with expectation being 3 days on site a week. Reed are working with a fantastic Edinburgh based client as they look to add an IT Security Analyst to their team. The role will focus on ensuring that the organisations information systems and data are secure, ensuring the integrity of crucial data. There will be a responsibi... ",EH129DH
FPSG Connect,https://www.reed.co.uk/jobs/legal-billing-analyst/54577092,,6,396791,54577092,,Legal Billing Analyst,,01/04/2025,04/03/2025,,,"Legal Billing Analyst Permanent, Glasgow Hybrid working in Glasgow City Centre FPSG seek legal billing specialists, this is a fantastic career forming opportunity to join an International Organisation who have chosen Glasgow as the site for their new Global Business Centre. A centre that will form the core of their back-office functions world-wide, offering excellent professional progression prospects. The Billing post sits within the Working Ca... ",Glasgow
Head Resourcing,https://www.reed.co.uk/jobs/infrastructure-analyst/54431725,,30,339759,54431725,,Infrastructure Analyst,55000.0,19/03/2025,05/02/2025,50000.0,GBP,"? Hybrid - Two days per week in Edinburgh office ?? Salary - up to 55,000 ?? Role - Infrastructure Engineer Head Resourcing are looking for an Infrastructure Engineer (AWS) to join a FinTech business in Edinburgh. The client places high value on system availability and stability both internally and externally while still enabling change. As well as supporting existing systems you will be working on developing future platforms and systems to keep... ",Edinburgh
Lorien,https://www.reed.co.uk/jobs/training-needs-analyst/54424738,,17,464685,54424738,,Training Needs Analyst,,18/03/2025,04/02/2025,,,"TRAINING NEEDS ANALYST - INSIDE IR35 - INITIAL 6 MONTH CONTRACT Loriens Leading higher education client is looking for a highly experienced Training Needs Analyst on an initial 6 month contract, with the successful candidates working on site in Edinburgh 2x per week. Essential Skills Willingness and ability to innovate and find new approaches to achieve positive outcomes Organised, with positive enthusiastic attitude?? Ability to be diplomatic a... ",Edinburgh
Robert Half,https://www.reed.co.uk/jobs/financial-investment-analyst/54512491,,35,664120,54512491,,Financial Investment Analyst,,03/04/2025,20/02/2025,,,"Robert Half is delighted to be partnering with a leading utilities provider in their search for a permanent Financial Investment Analyst. Our client is a rapidly growing and successful company with a strong customer base across the UK, including some of the largest companies and public sector organisations. They are renowned for their commitment to exceptional customer service, evidenced by their numerous 5-star reviews and recent awards for cus... ",Blairgowrie
Hays Specialist Recruitment Limited,https://www.reed.co.uk/jobs/information-security-analyst/54602368,,27,524744,54602368,,Information Security Analyst,42000.0,18/04/2025,07/03/2025,32000.0,GBP,"Your new company An exciting opportunity to join an established Fintech SaaS company that provides a wide selection of products and services to companies across the Investment, Life and Pensions sectors. Having been established for over 20 years, they have a number of well-known industry brands and key long-term client relationships that ensures great stability and job security. Within the Edinburgh HQ they employ around 120 staff, with around h... ",EH24ET
Reed,https://www.reed.co.uk/jobs/commercial-analyst/54505896,,27,575264,54505896,,Commercial Analyst,45000.0,19/03/2025,19/02/2025,35000.0,GBP,"Key Account Manager Job Type: Full-time Location: Midlothian Salary: 35,000- 45,000 Reed are seeking a Key Account Manager to oversee and manage customer relationships, ensuring the delivery of their services aligns with their client SLAs and maximising project profitability. This role is ideal for someone with strong commercial management, data analysis skills and a proven track record in handling complex customer accounts and projects. Day-to-... ",EH166NR
Reed,https://www.reed.co.uk/jobs/aws-infrastructure-analyst/54663669,,3,575264,54663669,,AWS Infrastructure Analyst,55000.0,01/04/2025,18/03/2025,45000.0,GBP,"The role – AWS Infrastructure Analyst The salary - 45,000 - 55,000 The location – Edinburgh Hybrid working is available for this role with a minimum of 2 days on-site a week. Reed are working with a highly reputable and fast-growing Fintech client based in Edinburgh as they look to add a specialist IT Infrastructure Analyst to their team as they continue to expand their range of services. The successful candidate will be part of a strong infrast... ",EH129DH
Harnham - Data & Analytics Recruitment,https://www.reed.co.uk/jobs/lead-credit-risk-analyst/54590174,,2,331522,54590174,,Lead Credit Risk Analyst,65000.0,16/04/2025,05/03/2025,55000.0,GBP,"LEAD CREDIT RISK ANALYST Glasgow (hybrid working) 65,000 This role does not offer sponsorship An exciting opportunity to join a leading financial institution as a Lead Credit Risk Analyst, where you will play a key role in driving data-led decision-making and commercial strategy through advanced analytics and insights. THE COMPANY A well-established financial services provider with millions of retail, business, and corporate customers. With a st... ",Glasgow
Davies Talent Solutions,https://www.reed.co.uk/jobs/pensions-admin-support-analyst/54634433,,15,624591,54634433,,Pensions Admin Support Analyst,160.0,09/04/2025,12/03/2025,160.0,GBP,"Pensions Admin Support Analyst – 6-Month Contract ?? Location: Edinburgh Office, full-time&nbsp; ?? Rate: 160 per day ?? Contract Length: 6 months ??? Start Date: &nbsp;14th April&nbsp; We are seeking&nbsp; Pensions Support Analysts to assist a leading Life &amp; Pensions business in resolving issues following a recent systems migration . This role will focus on investigating, locating, and reconnecting funds to the correct customer accounts . K... ",EH129SE
IDEX Consulting Ltd ,https://www.reed.co.uk/jobs/investment-analyst-junior-paraplanner/54663090,,3,428424,54663090,,Investment Analyst Junior Paraplanner,40000.0,29/04/2025,18/03/2025,32000.0,GBP,A new and really exciting opportunity has arisen for an Investment Analyst within this large IFA practice. Creating bespoke client investment solutions using both long term strategic asset allocation and short term tactical asset allocation to meet/clients aims and objectives. Analysis of client portfolios and providing suitable investment recommendations. Analysis of global markets and funds down to stock level via the Morningstar research syst... ,Glasgow
Lorien,https://www.reed.co.uk/jobs/business-analyst/54457467,,148,464685,54457467,,Business Analyst,254.35,24/03/2025,10/02/2025,254.0,GBP,"BUSINESS ANALYST - INITIALLY RUNNING TO MARCH 31ST - 254.35 INSIDE IR35 One of Loriens leading Edinburgh based Public Sector Clients is looking for a Business Analyst to join their team on an initial short term contract running up till the end of march 2025. Rate for this role is 254.35 inside IR35, this is a set rate and will not be negotiable. Experience Highly experienced in undertaking research and analysis to understand how a business or bu... ",Edinburgh
Harnham - Data & Analytics Recruitment,https://www.reed.co.uk/jobs/lead-credit-risk-analyst/54595476,,3,331522,54595476,,Lead Credit Risk Analyst,65000.0,17/04/2025,06/03/2025,55000.0,GBP,"Lead Credit Risk Analyst Up to 65,000 Hybrid (2 Days in office) Glasgow Company: One of our Banking clients is on the lookout for a highly skilled Lead Credit Risk Analyst to join their credit and commercial analytics function to work closely with different functions and portfolios across the business developing strategies and providing insights with a commercial impact using tools like SAS, SQL, and/or Python! Responsibilities: As a Lead Credit... ",Glasgow
Hydrogen Group,https://www.reed.co.uk/jobs/cyber-security-reporting-analyst/54505133,,58,396236,54505133,,Cyber Security Reporting Analyst,287.0,02/04/2025,19/02/2025,287.0,GBP,"Cyber Security Reporting Analyst Location: Glasgow (2 days per week) Rate: 287 per day via Umbrella Duration: 6 months with view to extend We are looking for a Cyber Security Reporting Analyst to join one of our Banking clients to play a key role in defining and designing reporting that delivers data-driven security insights . This role will contribute to the maturity of our clients continuous control monitoring service , which is essential in s... ",Glasgow
Henderson Scott,https://www.reed.co.uk/jobs/soc-analyst-tier-1/54641518,,10,121426,54641518,,Soc Analyst - Tier 1,45000.0,24/04/2025,13/03/2025,45000.0,GBP,"Cyber Security Analyst (SOC) Shift Pattern - 24/7 coverage 4 days on 4 days off Competitive salary with a 30% shift allowance and excellent benefits. Candidates require current SC or DV security clearance. Our client is looking to add talented Cyber Security Analyst (Tier 1) to support our Cyber Threat Analysis Centre (CTAC) . This role is crucial in triaging, monitoring, and reporting potential cyber threats. Working under senior analysts, the ... ",Erskine
Exposed Solutions,https://www.reed.co.uk/jobs/business-analyst-remote/54470943,,180,415680,54470943,,Business Analyst - Remote,65000.0,16/04/2025,12/02/2025,55000.0,GBP,"Our client is a market-leading startup. They are the only company currently able to provide a full AI-driven solution to their market. They are looking for an experienced Business Analyst who thrives in a fast-paced, high-growth startup environment. This role is focused on process optimisation, scalability, and operational efficiency—ensuring AI-powered workflows integrate seamlessly into business operations. This is not a traditional corporate ... ",EH129DB
